Opportunity_ID,Opportunity_Fiscal_Period_ID,Opportunity_Open_Date_DT,Opportunity_Last_Updated_Date_DT,Opportunity_Close_Date_DT,Opportunity_Business_ID,Opportunity_Business_Name,Opportunity_Business_Line_ID,Opportunity_Business_Line_Group_ID,Opportunity_Offering_Amount,Opportunity_Estimated_Revenue,Opportunity_Estimated_Net_Sales_Revenue,Opportunity_Lead_Pursuit_Partner,Opportunity_Lead,Opportunity_Team,Opportunity_Probability_Win,Opportunity_Top_Priority,Opportunity_Stage_ID,Opportunity_Stage_Description,Year,Acitve / Inacitve 
OPP20190074,FP2019,2019-03-05 13:37,2019-12-11 13:31,,GeCr0451,GeoSolutions,Credit,Finance,197483.77,138687.13,19714.65,EMP023,"[""'EMP023'"", ""'EMP098'"", ""'EMP048'""]","['EMP055', 'EMP038', 'EMP048', 'EMP096', 'EMP075', 'EMP098', 'EMP023', 'EMP045']",0.6998,0,2,Proposal,2019,Active
OPP20190076,FP2019,2019-03-10 12:44,2019-07-17 19:29,,GeAn0481,GeoAnalytics,Analytics,Technology,210642.31,184734.23,20762.83,EMP036,"[""'EMP036'"", ""'EMP048'"", ""'EMP117'"", ""'EMP085'""]","['EMP090', 'EMP117', 'EMP005', 'EMP085', 'EMP048', 'EMP094', 'EMP077', 'EMP036', 'EMP084']",0.3472,0,1,Qualifying,2019,Active
OPP20190077,FP2019,2019-03-21 04:56,2019-03-22 00:31,,CrLo0434,CreativeServices,Loans,Finance,205588.13,170725.51,30820.62,EMP036,"[""'EMP036'"", ""'EMP072'"", ""'EMP047'"", ""'EMP105'"", ""'EMP061'""]","['EMP065', 'EMP061', 'EMP018', 'EMP036', 'EMP072', 'EMP009', 'EMP109', 'EMP058', 'EMP047', 'EMP105']",0.8798,0,1,Qualifying,2019,Active
OPP20190078,FP2019,2019-06-18 17:16,2019-11-13 23:08,,SmTr0410,SmartDynamics,Treasury,Finance,186488.98,154398.79,18422.03,EMP098,"[""'EMP098'"", ""'EMP039'"", ""'EMP116'"", ""'EMP099'"", ""'EMP069'""]","['EMP019', 'EMP099', 'EMP116', 'EMP098', 'EMP094', 'EMP040', 'EMP023', 'EMP039', 'EMP052', 'EMP069']",0.8892,0,1,Qualifying,2019,Active
OPP20190080,FP2019,2019-10-31 06:05,2019-11-25 13:09,2019-12-29 05:32,WeAn0392,WebAnalytics,Analytics,Technology,207417.79,147016.71,8531.3,EMP023,"[""'EMP023'"", ""'EMP025'"", ""'EMP116'"", ""'EMP031'"", ""'EMP072'""]","['EMP023', 'EMP090', 'EMP116', 'EMP031', 'EMP035', 'EMP072', 'EMP098', 'EMP002', 'EMP039', 'EMP025']",0.5812,0,4,Closed-Won,2019,Inactive
OPP20190081,FP2019,2019-05-14 13:02,2019-11-25 23:44,,BiBi0395,BioTechnology,Biotechnology,Healthcare,196253.71,138581.07,10947.93,EMP036,"[""'EMP036'"", ""'EMP048'"", ""'EMP117'"", ""'EMP110'"", ""'EMP108'""]","['EMP117', 'EMP060', 'EMP036', 'EMP108', 'EMP110', 'EMP048', 'EMP098', 'EMP054', 'EMP045']",0.5536,0,2,Proposal,2019,Active
OPP20190082,FP2019,2019-12-04 17:18,2019-12-16 09:01,,InCr0399,InnovativeSolutions,Credit,Finance,186068.43,134247.35,21455.59,EMP023,"[""'EMP023'"", ""'EMP001'"", ""'EMP059'"", ""'EMP083'""]","['EMP083', 'EMP080', 'EMP023', 'EMP059', 'EMP054', 'EMP010', 'EMP001']",0.3535,0,2,Proposal,2019,Active
OPP20190083,FP2019,2019-04-10 02:16,2019-11-03 23:08,2019-11-29 04:02,SmLo0436,SmartTechnology,Loans,Finance,210341.77,167235.37,19806.25,EMP098,"[""'EMP098'"", ""'EMP002'"", ""'EMP110'"", ""'EMP009'"", ""'EMP072'""]","['EMP110', 'EMP072', 'EMP088', 'EMP050', 'EMP009', 'EMP005', 'EMP098', 'EMP040', 'EMP090', 'EMP002']",0.3048,0,4,Closed-Won,2019,Inactive
OPP20190084,FP2019,2019-09-26 23:01,2019-11-25 17:09,,SmCr0393,SmartHoldings,Credit,Finance,207541.69,181786.66,14041.81,EMP023,"[""'EMP023'"", ""'EMP031'"", ""'EMP061'"", ""'EMP002'"", ""'EMP025'""]","['EMP025', 'EMP002', 'EMP023', 'EMP037', 'EMP019', 'EMP031', 'EMP006', 'EMP124', 'EMP039', 'EMP061']",0.3187,0,1,Qualifying,2019,Active
OPP20190085,FP2019,2019-11-02 02:37,2019-12-27 12:31,,SeAn0470,SecureAnalytics,Analytics,Technology,216168.41,157412.0,24309.59,EMP083,"[""'EMP083'"", ""'EMP039'"", ""'EMP111'"", ""'EMP031'"", ""'EMP009'""]","['EMP111', 'EMP038', 'EMP085', 'EMP039', 'EMP031', 'EMP097', 'EMP047', 'EMP096', 'EMP009', 'EMP083']",0.3889,0,2,Proposal,2019,Active
OPP20190086,FP2019,2019-12-30 14:36,2019-12-30 23:13,,BiBi0432,BioTechnology,Biotechnology,Healthcare,222255.58,156657.86,13479.44,EMP098,"[""'EMP098'"", ""'EMP050'"", ""'EMP048'"", ""'EMP108'"", ""'EMP069'""]","['EMP098', 'EMP108', 'EMP048', 'EMP040', 'EMP006', 'EMP069', 'EMP081', 'EMP063', 'EMP062', 'EMP050']",0.4179,0,1,Qualifying,2019,Active
OPP20190087,FP2019,2019-04-29 07:26,2019-12-26 12:01,,WeCr0449,WebSystems,Credit,Finance,204359.67,160162.26,30255.29,EMP085,"[""'EMP085'"", ""'EMP031'"", ""'EMP117'"", ""'EMP050'"", ""'EMP042'""]","['EMP097', 'EMP031', 'EMP069', 'EMP050', 'EMP057', 'EMP085', 'EMP017', 'EMP117', 'EMP042']",0.3273,0,1,Qualifying,2019,Active
OPP20190088,FP2019,2019-01-20 18:51,2019-02-19 07:45,2019-11-09 02:17,DaCo0426,DataDynamics,Compliance,Legal,223138.39,161877.71,11811.33,EMP085,"[""'EMP085'"", ""'EMP025'"", ""'EMP050'"", ""'EMP067'"", ""'EMP042'""]","['EMP042', 'EMP050', 'EMP051', 'EMP053', 'EMP025', 'EMP094', 'EMP067', 'EMP069', 'EMP029', 'EMP085']",0.7438,0,4,Closed-Won,2019,Inactive
OPP20190089,FP2019,2019-04-29 20:05,2019-12-12 22:47,,WeDe0457,WebTechnology,Deposits,Banking,201615.43,147261.01,26198.23,EMP083,"[""'EMP083'"", ""'EMP110'"", ""'EMP048'"", ""'EMP038'"", ""'EMP032'""]","['EMP031', 'EMP048', 'EMP038', 'EMP063', 'EMP051', 'EMP032', 'EMP023', 'EMP073', 'EMP083', 'EMP110']",0.842,0,1,Qualifying,2019,Active
OPP20190090,FP2019,2019-08-14 02:35,2019-08-17 08:17,,SmTr0461,SmartDynamics,Treasury,Finance,221297.74,163136.16,12775.17,EMP023,"[""'EMP023'"", ""'EMP025'"", ""'EMP117'"", ""'EMP119'"", ""'EMP072'""]","['EMP082', 'EMP094', 'EMP093', 'EMP072', 'EMP119', 'EMP013', 'EMP025', 'EMP023', 'EMP008', 'EMP117']",0.393,0,3,Negotiation,2019,Active
OPP20190091,FP2019,2019-04-05 21:56,2019-09-08 01:44,,InMo0439,InfoServices,Mortgages,Banking,418903.3,294364.08,39232.57,EMP023,"[""'EMP023'"", ""'EMP117'"", ""'EMP002'"", ""'EMP105'"", ""'EMP072'""]","['EMP054', 'EMP117', 'EMP002', 'EMP072', 'EMP048', 'EMP058', 'EMP036', 'EMP023', 'EMP105', 'EMP027']",0.9431,0,2,Proposal,2019,Active
OPP20190092,FP2019,2019-08-19 09:17,2019-12-21 02:53,,CrAn0402,CreativeAnalytics,Analytics,Technology,183719.15,129373.19,19332.04,EMP036,"[""'EMP036'"", ""'EMP085'"", ""'EMP042'""]","['EMP077', 'EMP082', 'EMP042', 'EMP036', 'EMP069', 'EMP040', 'EMP085']",0.4514,0,1,Qualifying,2019,Active
OPP20190093,FP2019,2019-01-16 23:28,2019-07-07 05:22,2019-11-13 13:27,BiBi0396,BioVentures,Biotechnology,Healthcare,199250.77,148418.46,15137.37,EMP085,"[""'EMP085'"", ""'EMP083'"", ""'EMP002'""]","['EMP100', 'EMP002', 'EMP007', 'EMP058', 'EMP083', 'EMP085']",0.2546,0,4,Closed-Won,2019,Inactive
OPP20190094,FP2019,2019-06-30 00:37,2019-08-03 10:30,2019-10-05 00:17,InAs0418,InnovativeTechnology,Asset Management,Investment,204500.58,162433.06,19129.91,EMP098,"[""'EMP098'"", ""'EMP085'"", ""'EMP114'""]","['EMP114', 'EMP040', 'EMP098', 'EMP008', 'EMP085', 'EMP003', 'EMP097']",0.3266,0,4,Closed-Won,2019,Inactive
OPP20190095,FP2019,2019-08-25 09:57,2019-09-21 11:49,,NeEq0425,NetServices,Equity,Finance,183948.57,138524.43,11829.37,EMP036,"[""'EMP036'"", ""'EMP023'"", ""'EMP061'""]","['EMP095', 'EMP047', 'EMP087', 'EMP036', 'EMP023', 'EMP051', 'EMP061']",0.604,0,3,Negotiation,2019,Active
OPP20190096,FP2019,2019-11-06 15:20,2019-11-11 00:17,,SeAn0467,SecureAnalytics,Analytics,Technology,207640.23,166970.89,30880.89,EMP036,"[""'EMP036'"", ""'EMP042'"", ""'EMP116'"", ""'EMP072'"", ""'EMP110'""]","['EMP060', 'EMP116', 'EMP072', 'EMP036', 'EMP110', 'EMP069', 'EMP050', 'EMP099', 'EMP042']",0.4925,0,2,Proposal,2019,Active
OPP20190097,FP2019,2019-01-02 07:49,2019-12-28 07:37,2020-01-09 14:20,GeWe0414,GeoSystems,Wealth Management,Investment,215059.12,171635.24,29224.74,EMP098,"[""'EMP098'"", ""'EMP092'"", ""'EMP111'"", ""'EMP116'"", ""'EMP017'""]","['EMP098', 'EMP017', 'EMP111', 'EMP061', 'EMP092', 'EMP036', 'EMP016', 'EMP116', 'EMP073']",0.4685,0,4,Closed-Won,2019,Inactive
OPP20190098,FP2019,2019-12-25 08:59,2019-12-30 17:37,,DaLo0441,DataTechnology,Loans,Finance,202887.6,152413.78,16776.25,EMP085,"[""'EMP085'"", ""'EMP002'"", ""'EMP072'"", ""'EMP042'"", ""'EMP114'""]","['EMP013', 'EMP085', 'EMP025', 'EMP114', 'EMP090', 'EMP042', 'EMP072', 'EMP083', 'EMP100', 'EMP002']",0.3047,0,3,Negotiation,2019,Active
OPP20190099,FP2019,2019-02-07 12:04,2019-04-12 10:22,2019-10-09 22:19,InAs0423,InnovativeTechnology,Asset Management,Investment,199015.12,153241.36,26164.48,EMP036,"[""'EMP036'"", ""'EMP017'"", ""'EMP001'"", ""'EMP110'"", ""'EMP069'""]","['EMP110', 'EMP086', 'EMP069', 'EMP017', 'EMP012', 'EMP083', 'EMP014', 'EMP053', 'EMP001', 'EMP036']",0.5885,0,4,Closed-Won,2019,Inactive
OPP20200000,FP2020,2020-01-28 12:02,2020-07-13 06:30,,BiBi0519,BioServices,Biotechnology,Healthcare,163696.07,121099.45,22235.63,EMP085,"[""'EMP085'"", ""'EMP050'"", ""'EMP059'"", ""'EMP119'"", ""'EMP114'""]","['EMP089', 'EMP114', 'EMP062', 'EMP096', 'EMP119', 'EMP085', 'EMP059', 'EMP086', 'EMP050', 'EMP083']",0.7591,0,1,Qualifying,2020,Active
OPP20200001,FP2020,2020-04-30 20:23,2020-07-24 03:37,,DaWe0547,DataConcepts,Wealth Management,Investment,130002.42,107485.53,12942.08,EMP023,"[""'EMP023'"", ""'EMP114'"", ""'EMP027'"", ""'EMP001'"", ""'EMP031'""]","['EMP094', 'EMP114', 'EMP010', 'EMP067', 'EMP031', 'EMP021', 'EMP001', 'EMP027', 'EMP086', 'EMP023']",0.4335,0,1,Qualifying,2020,Active
OPP20200002,FP2020,2020-08-10 13:33,2020-10-07 12:50,,InEq0494,InfoConcepts,Equity,Finance,126264.26,101490.96,17215.81,EMP098,"[""'EMP098'"", ""'EMP059'"", ""'EMP114'"", ""'EMP023'""]","['EMP023', 'EMP059', 'EMP035', 'EMP097', 'EMP098', 'EMP029', 'EMP114', 'EMP087']",0.4319,0,1,Qualifying,2020,Active
OPP20200003,FP2020,2020-09-16 22:48,2020-12-01 03:51,,SmLo0508,SmartTechnology,Loans,Finance,169510.34,137390.88,7375.45,EMP023,"[""'EMP023'"", ""'EMP031'"", ""'EMP009'"", ""'EMP119'"", ""'EMP114'""]","['EMP083', 'EMP119', 'EMP009', 'EMP091', 'EMP062', 'EMP114', 'EMP086', 'EMP031', 'EMP023']",0.2745,0,1,Qualifying,2020,Active
OPP20200004,FP2020,2020-03-10 05:43,2020-09-28 22:29,,InVe0531,InfoVentures,Venture Capital,Investment,159031.35,133068.73,24304.82,EMP069,"[""'EMP069'"", ""'EMP048'"", ""'EMP025'"", ""'EMP007'"", ""'EMP110'""]","['EMP025', 'EMP077', 'EMP007', 'EMP048', 'EMP110', 'EMP090', 'EMP085', 'EMP069', 'EMP073', 'EMP042']",0.2141,0,1,Qualifying,2020,Active
OPP20200006,FP2020,2020-06-25 08:17,2020-10-04 11:42,,GlCr0543,GlobalConcepts,Credit,Finance,142934.62,127370.99,17195.14,EMP036,"[""'EMP036'"", ""'EMP009'"", ""'EMP085'""]","['EMP055', 'EMP042', 'EMP009', 'EMP059', 'EMP018', 'EMP085', 'EMP023', 'EMP036']",0.3939,0,2,Proposal,2020,Active
OPP20200007,FP2020,2020-01-06 16:03,2020-07-19 13:35,,InCr0545,InnovativeSolutions,Credit,Finance,156927.62,135799.05,19457.61,EMP085,"[""'EMP085'"", ""'EMP117'"", ""'EMP017'"", ""'EMP114'"", ""'EMP068'""]","['EMP114', 'EMP034', 'EMP017', 'EMP085', 'EMP098', 'EMP117', 'EMP058', 'EMP009', 'EMP068', 'EMP018']",0.4313,0,2,Proposal,2020,Active
OPP20200008,FP2020,2020-03-21 04:21,2020-04-28 15:44,,SmVe0517,SmartVentures,Venture Capital,Investment,133315.05,108870.21,9329.73,EMP036,"[""'EMP036'"", ""'EMP069'"", ""'EMP039'""]","['EMP039', 'EMP033', 'EMP098', 'EMP080', 'EMP052', 'EMP036', 'EMP069']",0.7321,0,2,Proposal,2020,Active
OPP20200010,FP2020,2020-12-16 09:13,2020-12-20 10:48,,SmAs0512,SmartConcepts,Asset Management,Investment,165927.69,137083.88,23833.5,EMP083,"[""'EMP083'"", ""'EMP009'"", ""'EMP098'""]","['EMP083', 'EMP042', 'EMP009', 'EMP005', 'EMP100', 'EMP091', 'EMP098']",0.6415,0,2,Proposal,2020,Active
OPP20200011,FP2020,2020-04-11 09:41,2020-07-01 12:53,2020-11-09 17:28,WeTr0536,WebConcepts,Treasury,Finance,163975.32,126257.64,23113.95,EMP083,"[""'EMP083'"", ""'EMP025'"", ""'EMP009'"", ""'EMP092'"", ""'EMP110'""]","['EMP025', 'EMP110', 'EMP036', 'EMP009', 'EMP100', 'EMP034', 'EMP092', 'EMP072', 'EMP083', 'EMP089']",0.5821,0,4,Closed-Lost,2020,Inactive
OPP20200013,FP2020,2020-08-27 15:31,2020-11-22 14:25,,BiBi0524,BioVentures,Biotechnology,Healthcare,154677.62,137595.7,12462.26,EMP069,"[""'EMP069'"", ""'EMP072'"", ""'EMP050'"", ""'EMP117'"", ""'EMP023'""]","['EMP117', 'EMP069', 'EMP008', 'EMP072', 'EMP091', 'EMP050', 'EMP023', 'EMP054', 'EMP100', 'EMP060']",0.3984,0,2,Proposal,2020,Active
OPP20200014,FP2020,2020-08-27 22:05,2020-09-07 03:52,,BiBi0532,BioServices,Biotechnology,Healthcare,141166.87,101709.21,19709.2,EMP023,"[""'EMP023'"", ""'EMP072'"", ""'EMP036'""]","['EMP023', 'EMP081', 'EMP094', 'EMP098', 'EMP045', 'EMP072', 'EMP036']",0.7031,0,3,Negotiation,2020,Active
OPP20200015,FP2020,2020-08-12 12:28,2020-09-10 02:05,2020-10-29 04:37,DaAs0513,DataSolutions,Asset Management,Investment,134757.29,121227.5,20943.67,EMP098,"[""'EMP098'"", ""'EMP023'"", ""'EMP057'""]","['EMP098', 'EMP052', 'EMP086', 'EMP069', 'EMP057', 'EMP100', 'EMP023']",0.6887,0,4,Closed-Lost,2020,Inactive
OPP20200017,FP2020,2020-08-07 08:33,2020-10-12 00:41,,TeMo0518,TechConcepts,Mortgages,Banking,160633.3,112509.64,18484.09,EMP083,"[""'EMP083'"", ""'EMP048'"", ""'EMP110'"", ""'EMP104'"", ""'EMP050'""]","['EMP050', 'EMP058', 'EMP039', 'EMP047', 'EMP104', 'EMP110', 'EMP023', 'EMP027', 'EMP083', 'EMP048']",0.6942,0,1,Qualifying,2020,Active
OPP20200018,FP2020,2020-11-09 05:46,2020-12-27 05:06,,GeTr0538,GeoServices,Treasury,Finance,138355.07,97528.62,14618.95,EMP098,"[""'EMP098'"", ""'EMP111'"", ""'EMP061'"", ""'EMP126'"", ""'EMP023'""]","['EMP075', 'EMP062', 'EMP033', 'EMP083', 'EMP126', 'EMP111', 'EMP061', 'EMP023', 'EMP098']",0.3839,0,2,Proposal,2020,Active
OPP20200019,FP2020,2020-09-15 22:50,2020-10-15 10:59,,WeIn0514,WebHoldings,Insurance,Risk Management,153823.35,138068.43,8569.53,EMP098,"[""'EMP098'"", ""'EMP116'"", ""'EMP023'""]","['EMP038', 'EMP084', 'EMP059', 'EMP098', 'EMP023', 'EMP116', 'EMP035']",0.4877,0,2,Proposal,2020,Active
OPP20200020,FP2020,2020-10-09 07:24,2020-10-23 19:49,,InEq0540,InfoConcepts,Equity,Finance,156124.33,116486.59,22841.16,EMP085,"[""'EMP085'"", ""'EMP108'"", ""'EMP092'"", ""'EMP116'"", ""'EMP117'""]","['EMP085', 'EMP036', 'EMP116', 'EMP092', 'EMP091', 'EMP065', 'EMP117', 'EMP108', 'EMP040', 'EMP093']",0.6239,1,3,Negotiation,2020,Active
OPP20200021,FP2020,2020-04-24 12:09,2020-11-04 21:39,,SmCr0506,SmartServices,Credit,Finance,167289.97,147423.66,14485.06,EMP069,"[""'EMP069'"", ""'EMP117'"", ""'EMP025'"", ""'EMP031'"", ""'EMP055'""]","['EMP025', 'EMP089', 'EMP055', 'EMP085', 'EMP021', 'EMP079', 'EMP117', 'EMP069', 'EMP031']",0.3869,0,3,Negotiation,2020,Active
OPP20200022,FP2020,2020-01-11 00:45,2020-04-08 00:27,,GlCr0525,GlobalTechnology,Credit,Finance,159580.31,134958.94,19221.86,EMP023,"[""'EMP023'"", ""'EMP069'"", ""'EMP067'""]","['EMP097', 'EMP060', 'EMP083', 'EMP090', 'EMP067', 'EMP069', 'EMP078', 'EMP023']",0.7445,0,2,Proposal,2020,Active
OPP20200025,FP2020,2020-03-12 00:04,2020-10-02 02:34,,GeAn0542,GeoAnalytics,Analytics,Technology,158759.24,136541.07,24068.42,EMP036,"[""'EMP036'"", ""'EMP002'"", ""'EMP119'"", ""'EMP116'"", ""'EMP061'""]","['EMP001', 'EMP061', 'EMP002', 'EMP017', 'EMP009', 'EMP119', 'EMP036', 'EMP010', 'EMP055', 'EMP116']",0.5714,0,3,Negotiation,2020,Active
OPP20200026,FP2020,2020-02-18 14:16,2020-08-09 11:00,,DaWe0485,DataConcepts,Wealth Management,Investment,139471.6,124605.46,11728.75,EMP069,"[""'EMP069'"", ""'EMP114'"", ""'EMP092'"", ""'EMP119'"", ""'EMP002'""]","['EMP013', 'EMP092', 'EMP039', 'EMP080', 'EMP097', 'EMP069', 'EMP114', 'EMP002', 'EMP042', 'EMP119']",0.7097,0,1,Qualifying,2020,Active
OPP20200027,FP2020,2020-11-05 10:13,2020-12-03 13:17,,GeTr0488,GeoServices,Treasury,Finance,146125.89,110937.31,19609.46,EMP069,"[""'EMP069'"", ""'EMP001'"", ""'EMP050'"", ""'EMP042'"", ""'EMP036'""]","['EMP036', 'EMP100', 'EMP050', 'EMP069', 'EMP075', 'EMP020', 'EMP001', 'EMP042', 'EMP095']",0.6574,0,1,Qualifying,2020,Active
OPP20200028,FP2020,2020-06-24 05:32,2020-09-04 16:23,2020-10-27 15:54,SmAs0534,SmartConcepts,Asset Management,Investment,166177.59,125518.91,21121.1,EMP023,"[""'EMP023'"", ""'EMP031'"", ""'EMP083'""]","['EMP054', 'EMP031', 'EMP058', 'EMP098', 'EMP079', 'EMP083', 'EMP023']",0.6826,0,4,Closed-Won,2020,Inactive
OPP20200029,FP2020,2020-12-06 01:21,2020-12-14 03:14,2020-12-15 06:07,BiBi0533,BioDynamics,Biotechnology,Healthcare,161890.16,126178.02,10236.43,EMP085,"[""'EMP085'"", ""'EMP048'"", ""'EMP114'"", ""'EMP083'""]","['EMP048', 'EMP114', 'EMP051', 'EMP080', 'EMP085', 'EMP018', 'EMP083', 'EMP081']",0.7141,0,4,Closed-Won,2020,Inactive
OPP20200030,FP2020,2020-03-12 06:23,2020-04-26 15:36,,CrCo0527,CreativeDynamics,Compliance,Legal,167283.19,143587.9,22329.51,EMP036,"[""'EMP036'"", ""'EMP117'"", ""'EMP085'""]","['EMP007', 'EMP058', 'EMP087', 'EMP085', 'EMP054', 'EMP117', 'EMP083', 'EMP036']",0.3435,0,3,Negotiation,2020,Active
OPP20200031,FP2020,2020-09-22 17:15,2020-10-30 07:42,2020-12-22 17:14,WeDe0493,WebTechnology,Deposits,Banking,143076.11,122570.35,9924.24,EMP023,"[""'EMP023'"", ""'EMP072'"", ""'EMP002'"", ""'EMP036'""]","['EMP018', 'EMP002', 'EMP093', 'EMP081', 'EMP029', 'EMP072', 'EMP023', 'EMP085', 'EMP036']",0.7318,0,4,Closed-Won,2020,Inactive
OPP20200032,FP2020,2020-03-01 04:06,2020-03-15 22:25,,SmTr0526,SmartDynamics,Treasury,Finance,158158.62,121138.47,13039.46,EMP098,"[""'EMP098'"", ""'EMP092'"", ""'EMP038'"", ""'EMP017'"", ""'EMP110'""]","['EMP038', 'EMP014', 'EMP088', 'EMP092', 'EMP110', 'EMP032', 'EMP059', 'EMP098', 'EMP083', 'EMP017']",0.3335,0,1,Qualifying,2020,Active
OPP20200033,FP2020,2020-02-07 01:00,2020-11-02 02:29,2020-11-15 11:05,GlVe0510,GlobalVentures,Venture Capital,Investment,130212.6,116212.01,7451.32,EMP083,"[""'EMP083'"", ""'EMP119'"", ""'EMP023'""]","['EMP119', 'EMP084', 'EMP100', 'EMP035', 'EMP083', 'EMP021', 'EMP023']",0.4302,0,4,Closed-Won,2020,Inactive
OPP20200034,FP2020,2020-09-25 09:24,2020-09-25 12:40,,InEq0505,InfoConcepts,Equity,Finance,143313.24,101327.05,6733.43,EMP036,"[""'EMP036'"", ""'EMP098'"", ""'EMP031'""]","['EMP098', 'EMP058', 'EMP031', 'EMP027', 'EMP036', 'EMP090']",0.3093,0,2,Proposal,2020,Active
OPP20200035,FP2020,2020-06-15 08:48,2020-10-29 16:31,,SeVe0497,SecureVentures,Venture Capital,Investment,139619.62,109971.56,7404.85,EMP036,"[""'EMP036'"", ""'EMP050'"", ""'EMP025'"", ""'EMP072'"", ""'EMP085'""]","['EMP080', 'EMP072', 'EMP050', 'EMP036', 'EMP038', 'EMP021', 'EMP085', 'EMP086', 'EMP025', 'EMP094']",0.2282,0,3,Negotiation,2020,Active
OPP20200036,FP2020,2020-07-31 02:44,2020-08-12 05:04,,BiAn0491,BioAnalytics,Analytics,Technology,161478.17,139780.24,12341.15,EMP098,"[""'EMP098'"", ""'EMP038'"", ""'EMP104'"", ""'EMP031'"", ""'EMP110'""]","['EMP031', 'EMP110', 'EMP038', 'EMP104', 'EMP100', 'EMP087', 'EMP098', 'EMP069']",0.6234,0,2,Proposal,2020,Active
OPP20200038,FP2020,2020-02-13 10:21,2020-04-10 04:31,,WeIn0509,WebHoldings,Insurance,Risk Management,165494.52,144040.1,15592.34,EMP083,"[""'EMP083'"", ""'EMP092'"", ""'EMP031'"", ""'EMP059'"", ""'EMP098'""]","['EMP085', 'EMP031', 'EMP009', 'EMP098', 'EMP008', 'EMP039', 'EMP059', 'EMP077', 'EMP092', 'EMP083']",0.6397,0,3,Negotiation,2020,Active
OPP20200039,FP2020,2020-08-01 10:18,2020-08-11 21:05,,CrC0495,CreativeConcepts,Compliance,Legal,137259.05,97895.2,16760.38,EMP036,"[""'EMP036'"", ""'EMP023'"", ""'EMP092'""]","['EMP083', 'EMP048', 'EMP019', 'EMP092', 'EMP013', 'EMP036', 'EMP023']",0.3548,0,3,Negotiation,2020,Active
OPP20200041,FP2020,2020-10-22 14:49,2020-11-07 06:48,,InIn0528,InnovativeServices,Insurance,Risk Management,154068.54,111180.96,11447.33,EMP023,"[""'EMP023'"", ""'EMP036'"", ""'EMP042'""]","['EMP031', 'EMP036', 'EMP023', 'EMP050', 'EMP096', 'EMP042', 'EMP076']",0.458,0,3,Negotiation,2020,Active
OPP20200042,FP2020,2020-07-04 19:01,2020-09-05 06:51,,GeCo0535,GeoTechnology,Compliance,Legal,161176.35,129145.55,11752.54,EMP085,"[""'EMP085'"", ""'EMP116'"", ""'EMP025'"", ""'EMP119'"", ""'EMP059'""]","['EMP059', 'EMP116', 'EMP119', 'EMP025', 'EMP085', 'EMP032', 'EMP098', 'EMP088', 'EMP057']",0.5577,0,1,Qualifying,2020,Active
OPP20200043,FP2020,2020-03-19 03:47,2020-10-21 02:54,,GlCr0498,GlobalSystems,Credit,Finance,138821.13,102805.27,8490.88,EMP085,"[""'EMP085'"", ""'EMP117'"", ""'EMP042'"", ""'EMP108'"", ""'EMP036'""]","['EMP085', 'EMP097', 'EMP067', 'EMP006', 'EMP042', 'EMP117', 'EMP087', 'EMP108', 'EMP036']",0.7664,0,3,Negotiation,2020,Active
OPP20200044,FP2020,2020-05-10 14:53,2020-07-31 05:55,,CrTr0521,CreativeSystems,Treasury,Finance,139870.9,107153.43,7082.32,EMP098,"[""'EMP098'"", ""'EMP085'"", ""'EMP002'""]","['EMP042', 'EMP002', 'EMP006', 'EMP088', 'EMP085', 'EMP080', 'EMP068', 'EMP098']",0.3278,0,2,Proposal,2020,Active
OPP20200045,FP2020,2020-11-08 05:17,2020-11-20 21:32,,GeAn0544,GeoAnalytics,Analytics,Technology,156987.31,119829.99,14561.77,EMP023,"[""'EMP023'"", ""'EMP059'"", ""'EMP116'"", ""'EMP042'"", ""'EMP017'""]","['EMP116', 'EMP035', 'EMP042', 'EMP017', 'EMP023', 'EMP059', 'EMP081', 'EMP014', 'EMP069']",0.5817,0,2,Proposal,2020,Active
OPP20200047,FP2020,2020-06-10 21:25,2020-12-28 12:07,,GeTr0503,GeoServices,Treasury,Finance,136375.75,102630.93,7790.15,EMP069,"[""'EMP069'"", ""'EMP002'"", ""'EMP085'""]","['EMP069', 'EMP085', 'EMP002', 'EMP040', 'EMP012', 'EMP079', 'EMP024']",0.2766,0,3,Negotiation,2020,Active
OPP20200049,FP2020,2020-12-06 10:49,2020-12-16 16:58,,DaVe0490,DataVentures,Venture Capital,Investment,167725.7,126327.83,10184.76,EMP083,"[""'EMP083'"", ""'EMP059'"", ""'EMP050'"", ""'EMP119'"", ""'EMP072'""]","['EMP072', 'EMP050', 'EMP067', 'EMP029', 'EMP119', 'EMP014', 'EMP083', 'EMP094', 'EMP059', 'EMP057']",0.4816,0,2,Proposal,2020,Active
OPP20200050,FP2020,2020-10-13 01:37,2020-12-24 06:21,,CrLo0541,CreativeServices,Loans,Finance,163082.04,122921.75,19064.55,EMP085,"[""'EMP085'"", ""'EMP023'"", ""'EMP104'""]","['EMP023', 'EMP006', 'EMP104', 'EMP075', 'EMP098', 'EMP081', 'EMP058', 'EMP085']",0.7811,0,1,Qualifying,2020,Active
